Donation_ID,Donor_ID,Food_Category,Quantity_KG,Donation_Date,Pickup_Location,Pickup_Time,Expiry_Hours,Status,Estimated_Meals,Status_Clean,NGO_ID,Delivery_Status,Claim_Date,Claim_Count,Total_Claimed_KG,Delivered_Claim_Count,Delivered_Quantity_KG,Average_Pickup_Delay_Min,Donor_Name,Donor_Type,City,NGO_Name,City_NGO,Service_Area,Beneficiaries_Served_Monthly,Volunteer_Count,Active,Month,Year
DON619179,DNR511330,Dairy,18.77,2026-03-23,Pune,Night,23.4,Available,41,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11331,Restaurant,Mumbai,,,,,,,2026-03,2026
DON601258,DNR510922,Fruits & Vegetables,12.34,2026-03-23,Kolkata,Evening,6.8,Claimed,27,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10923,Household,Kolkata,,,,,,,2026-03,2026
DON604261,DNR509592,Cooked Meals,74.51,2026-03-23,Bengaluru,Night,17.2,Delivered,164,delivered,NGO700334,Delivered,2026-06-25,1.0,35.86,1.0,35.86,30.0,Donor 9593,Hotel,Jaipur,Community NGO 335,Chennai,Central,119.0,18.0,Yes,2026-03,2026
DON613767,DNR510100,Dairy,9.0,2026-03-23,Delhi NCR,Evening,13.2,Picked Up,20,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10101,Household,Mumbai,,,,,,,2026-03,2026
DON617605,DNR508164,Dairy,14.18,2026-03-23,Jaipur,Afternoon,4.5,Picked Up,31,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8165,Cafeteria,Bengaluru,,,,,,,2026-03,2026
DON617644,DNR501632,Packaged Food,35.75,2026-03-23,Chennai,Evening,15.7,Delivered,79,delivered,NGO701281,Delivered,2026-07-26,2.0,27.19,2.0,27.19,61.0,Donor 1633,Restaurant,Jaipur,Community NGO 1282,Mumbai,West,197.0,19.0,No,2026-03,2026
DON610754,DNR508580,Beverages,4.42,2026-03-23,Kolkata,Morning,13.0,Delivered,10,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8581,Hotel,Hyderabad,,,,,,,2026-03,2026
DON606105,DNR502896,Cooked Meals,18.44,2026-03-23,Bengaluru,Morning,43.3,Delivered,41,delivered,NGO707844,Delivered,2026-07-04,2.0,32.349999999999994,1.0,13.79,49.5,Donor 2897,Restaurant,Chennai,Community NGO 7845,Remote,Central,1157.0,25.0,Yes,2026-03,2026
DON608590,DNR507988,Cooked Meals,25.86,2026-03-23,Chennai,Night,23.1,Available,57,available,NGO709759,Delivered,2026-08-05,2.0,50.269999999999996,2.0,50.269999999999996,54.0,Donor 7989,Hotel,Jaipur,Community NGO 9760,Kolkata,South,158.0,63.0,Yes,2026-03,2026
DON603474,DNR500185,Cooked Meals,24.34,2026-03-23,Kolkata,Night,4.2,Wasted,54,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 186,Household,Bengaluru,,,,,,,2026-03,2026
DON613723,DNR507937,Cooked Meals,10.71,2026-03-23,Chennai,Evening,25.2,Available,24,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7938,Bakery,Ahmedabad,,,,,,,2026-03,2026
DON610826,DNR500759,Packaged Food,21.37,2026-03-23,Jaipur,Evening,23.7,Picked Up,47,picked up,NGO703855,Requested,2026-04-05,1.0,14.72,0.0,0.0,5.0,Donor 760,Bakery,Bengaluru,Community NGO 3856,Mumbai,North,2142.0,61.0,Yes,2026-03,2026
DON615300,DNR510682,Rice & Grains,52.74,2026-03-23,Kolkata,Evening,6.1,Delivered,116,delivered,NGO708578,Cancelled,2026-06-06,1.0,6.93,0.0,0.0,50.0,Donor 10683,Restaurant,Chennai,Community NGO 8579,Ahmedabad,North,1299.0,38.0,Yes,2026-03,2026
DON613795,DNR511558,Packaged Food,3.37,2026-03-23,Chennai,Morning,19.3,Wasted,7,wasted,NGO704317,Assigned,2026-01-13,1.0,35.71,0.0,0.0,8.0,Donor 11559,Hotel,Delhi NCR,Community NGO 4318,Jaipur,Central,1797.0,46.0,No,2026-03,2026
DON618416,DNR510390,Fruits & Vegetables,12.34,2026-03-24,Bengaluru,Afternoon,16.2,Wasted,27,wasted,NGO709425,Delivered,2026-03-14,1.0,18.6,1.0,18.6,5.0,Donor 10391,Restaurant,Mumbai,Community NGO 9426,Hyderabad,Citywide,2117.0,53.0,Yes,2026-03,2026
DON602476,DNR501612,Other,33.13,2026-03-24,Remote,Afternoon,2.0,Picked Up,73,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1613,Household,Ahmedabad,,,,,,,2026-03,2026
DON602481,DNR500767,Cooked Meals,34.23,2026-03-24,Bengaluru,Afternoon,30.8,Delivered,75,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 768,Household,Remote,,,,,,,2026-03,2026
DON601198,DNR507315,Cooked Meals,34.88,2026-03-24,Mumbai,Evening,11.5,Wasted,77,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7316,Bakery,Chennai,,,,,,,2026-03,2026
DON619384,DNR504260,Fruits & Vegetables,67.92,2026-03-24,Mumbai,Morning,20.5,Delivered,149,delivered,NGO703219,Requested,2026-04-01,1.0,27.55,0.0,0.0,56.0,Donor 4261,Household,Ahmedabad,Community NGO 3220,Ahmedabad,North,1364.0,27.0,Yes,2026-03,2026
DON611987,DNR502576,Bakery,15.78,2026-03-24,Jaipur,Evening,2.0,Wasted,35,wasted,NGO700212,Picked Up,2026-05-04,2.0,102.16,1.0,35.85,30.5,Donor 2577,Hotel,Delhi NCR,Community NGO 213,Delhi NCR,West,1993.0,67.0,No,2026-03,2026
DON611107,DNR506459,Catering Surplus,13.44,2026-03-24,Kolkata,Evening,17.8,Picked Up,30,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6460,Hotel,Delhi NCR,,,,,,,2026-03,2026
DON608201,DNR501963,Cooked Meals,29.57,2026-03-24,Pune,Afternoon,8.3,Picked Up,65,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1964,Household,Chennai,,,,,,,2026-03,2026
DON600054,DNR503012,Cooked Meals,71.34,2026-03-24,Hyderabad,Afternoon,19.6,Delivered,157,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3013,Hotel,Hyderabad,,,,,,,2026-03,2026
DON611909,DNR500195,Catering Surplus,19.04,2026-03-24,Chennai,Evening,5.9,Delivered,42,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 196,Household,Kolkata,,,,,,,2026-03,2026
DON617614,DNR510599,Rice & Grains,31.76,2026-03-24,Pune,Afternoon,11.6,Delivered,70,delivered,NGO706677,Requested,2026-05-30,2.0,49.61,1.0,41.85,10.0,Donor 10600,Household,Remote,Community NGO 6678,Chennai,Citywide,1990.0,65.0,Yes,2026-03,2026
DON601553,DNR510244,Cooked Meals,7.1,2026-03-24,Ahmedabad,Night,18.9,Claimed,16,claimed,NGO705081,Requested,2026-03-01,2.0,35.83,0.0,0.0,5.0,Donor 10245,Restaurant,Remote,Community NGO 5082,Delhi NCR,West,490.0,78.0,Yes,2026-03,2026
DON617290,DNR504131,Fruits & Vegetables,33.96,2026-03-24,Bengaluru,Evening,16.7,Delivered,75,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4132,Hotel,Delhi NCR,,,,,,,2026-03,2026
DON616487,DNR500462,Catering Surplus,16.63,2026-03-24,Pune,Evening,13.1,Delivered,37,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 463,Restaurant,Bengaluru,,,,,,,2026-03,2026
DON615637,DNR504990,Catering Surplus,39.0,2026-03-24,Pune,Night,16.3,Delivered,86,delivered,NGO702080,Delivered,2026-05-17,1.0,13.85,1.0,13.85,11.0,Donor 4991,Household,Pune,Community NGO 2081,Pune,Citywide,2602.0,39.0,Yes,2026-03,2026
DON602722,DNR507930,Bakery,17.43,2026-03-24,Kolkata,Afternoon,6.7,Claimed,38,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7931,Cafeteria,Bengaluru,,,,,,,2026-03,2026
DON618825,DNR506290,Fruits & Vegetables,40.52,2026-03-24,Delhi NCR,Morning,13.2,Picked Up,89,picked up,NGO708493,Delivered,2026-03-20,2.0,38.22,2.0,38.22,33.0,Donor 6291,Event,Mumbai,Community NGO 8494,Ahmedabad,Central,1537.0,75.0,No,2026-03,2026
DON601560,DNR501138,Fruits & Vegetables,30.17,2026-03-24,Kolkata,Evening,29.3,Delivered,66,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1139,Household,Remote,,,,,,,2026-03,2026
DON616492,DNR506113,Rice & Grains,9.48,2026-03-24,Kolkata,Afternoon,21.6,Delivered,21,delivered,NGO701534,Delivered,2026-04-27,2.0,58.38,1.0,31.19,27.0,Donor 6114,Restaurant,Delhi NCR,Community NGO 1535,Kolkata,Citywide,1770.0,57.0,No,2026-03,2026
DON618666,DNR501414,Cooked Meals,17.26,2026-03-24,Jaipur,Evening,18.2,Delivered,38,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1415,Event,Ahmedabad,,,,,,,2026-03,2026
DON616493,DNR505962,Dairy,8.0,2026-03-24,Bengaluru,Morning,7.5,Delivered,18,delivered,NGO704822,Picked Up,2026-01-03,1.0,40.77,0.0,0.0,73.0,Donor 5963,Cafeteria,Pune,Community NGO 4823,Remote,Central,1917.0,26.0,Yes,2026-03,2026
DON610886,DNR503389,Rice & Grains,27.97,2026-03-24,Chennai,Morning,15.3,Picked Up,62,picked up,NGO708384,Delivered,2026-04-25,1.0,8.17,1.0,8.17,55.0,Donor 3390,Restaurant,Delhi NCR,Community NGO 8385,Ahmedabad,Citywide,658.0,43.0,Yes,2026-03,2026
DON606673,DNR503338,Dairy,9.45,2026-03-24,Remote,Afternoon,34.4,Expired,21,expired,NGO701848,Delivered,2026-04-22,4.0,75.16,3.0,49.72,44.75,Donor 3339,Restaurant,Hyderabad,Community NGO 1849,Mumbai,Citywide,1449.0,15.0,Yes,2026-03,2026
DON617339,DNR504788,Fruits & Vegetables,24.86,2026-03-24,Chennai,Afternoon,34.6,Picked Up,55,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4789,Bakery,Ahmedabad,,,,,,,2026-03,2026
DON603906,DNR502298,Bakery,20.31,2026-03-24,Remote,Afternoon,17.1,Expired,45,expired,NGO702054,Cancelled,2026-01-19,1.0,21.21,0.0,0.0,70.0,Donor 2299,Restaurant,Kolkata,Community NGO 2055,Ahmedabad,East,290.0,23.0,Yes,2026-03,2026
DON613553,DNR500452,Rice & Grains,43.2,2026-03-24,Pune,Evening,19.3,Claimed,95,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 453,Event,Remote,,,,,,,2026-03,2026
DON602441,DNR503780,Snacks,18.63,2026-03-24,Chennai,Morning,19.6,Picked Up,41,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3781,Cafeteria,Chennai,,,,,,,2026-03,2026
DON604226,DNR509617,Rice & Grains,11.78,2026-03-24,Ahmedabad,Afternoon,26.5,Available,26,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9618,Household,Mumbai,,,,,,,2026-03,2026
DON605615,DNR509340,Cooked Meals,43.6,2026-03-24,Bengaluru,Evening,13.7,Claimed,96,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9341,Grocery Store,Mumbai,,,,,,,2026-03,2026
DON606107,DNR504958,Bakery,17.13,2026-03-24,Delhi NCR,Afternoon,10.0,Available,38,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4959,Cafeteria,Kolkata,,,,,,,2026-03,2026
DON619525,DNR500877,Catering Surplus,17.86,2026-03-24,Chennai,Afternoon,7.3,Delivered,39,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 878,Hotel,Hyderabad,,,,,,,2026-03,2026
DON601765,DNR508014,Snacks,22.26,2026-03-24,Hyderabad,Morning,22.5,Expired,49,expired,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8015,Restaurant,Remote,,,,,,,2026-03,2026
DON616213,DNR505163,Fruits & Vegetables,19.97,2026-03-24,Bengaluru,Afternoon,9.9,Expired,44,expired,NGO703988,Picked Up,2026-02-19,1.0,22.4,0.0,0.0,69.0,Donor 5164,Household,Chennai,Community NGO 3989,Pune,Central,2004.0,61.0,Yes,2026-03,2026
DON616499,DNR500960,Other,62.07,2026-03-24,Kolkata,Afternoon,13.8,Delivered,137,delivered,NGO702369,Delivered,2026-01-28,1.0,27.33,1.0,27.33,5.0,Donor 961,Hotel,Mumbai,Community NGO 2370,Chennai,Citywide,1238.0,56.0,No,2026-03,2026
DON616899,DNR511887,Cooked Meals,55.95,2026-03-24,Jaipur,Evening,24.7,Claimed,123,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11888,Hotel,Delhi NCR,,,,,,,2026-03,2026
DON606596,DNR502647,Fruits & Vegetables,31.35,2026-03-24,Hyderabad,Evening,20.5,Expired,69,expired,NGO706943,Delivered,2026-02-12,1.0,13.82,1.0,13.82,80.0,Donor 2648,Event,Jaipur,Community NGO 6944,Bengaluru,East,2022.0,20.0,Yes,2026-03,2026
DON606593,DNR504298,Bakery,10.78,2026-03-24,Jaipur,Afternoon,29.3,Delivered,24,delivered,NGO708759,Delivered,2026-05-25,1.0,38.02,1.0,38.02,24.0,Donor 4299,Grocery Store,Pune,Community NGO 8760,Jaipur,West,1202.0,67.0,Yes,2026-03,2026
DON607505,DNR501710,Bakery,18.26,2026-03-24,Delhi NCR,Morning,8.5,Claimed,40,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1711,Cafeteria,Remote,,,,,,,2026-03,2026
DON614505,DNR504504,Cooked Meals,33.09,2026-03-24,Hyderabad,Afternoon,25.0,Delivered,73,delivered,NGO702971,Cancelled,2026-04-19,3.0,86.09,2.0,70.68,62.333333333333336,Donor 4505,Hotel,Jaipur,Community NGO 2972,Bengaluru,North,2137.0,58.0,Yes,2026-03,2026
DON615488,DNR507795,Cooked Meals,16.19,2026-03-24,Ahmedabad,Evening,27.3,Claimed,36,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7796,Restaurant,Ahmedabad,,,,,,,2026-03,2026
DON611881,DNR507919,Fruits & Vegetables,27.66,2026-03-24,Jaipur,Night,2.0,Picked Up,61,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7920,Household,Hyderabad,,,,,,,2026-03,2026
DON607646,DNR511653,Beverages,66.57,2026-03-24,Pune,Afternoon,20.9,Claimed,146,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11654,Cafeteria,Delhi NCR,,,,,,,2026-03,2026
DON608272,DNR508830,Rice & Grains,43.04,2026-03-24,Pune,Morning,14.6,Wasted,95,wasted,NGO705444,Assigned,2026-06-02,1.0,8.06,0.0,0.0,80.0,Donor 8831,Cafeteria,Kolkata,Community NGO 5445,Hyderabad,East,2950.0,11.0,Yes,2026-03,2026
DON608054,DNR507420,Cooked Meals,12.28,2026-03-24,Bengaluru,Afternoon,6.4,Picked Up,27,picked up,NGO700717,Cancelled,2026-05-31,3.0,43.7,1.0,13.47,12.333333333333334,Donor 7421,Household,Remote,Community NGO 718,Chennai,South,1185.0,14.0,Yes,2026-03,2026
DON601332,DNR507038,Rice & Grains,16.49,2026-03-24,Jaipur,Morning,9.9,Delivered,36,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7039,Cafeteria,Pune,,,,,,,2026-03,2026
DON614177,DNR502344,Fruits & Vegetables,15.81,2026-03-24,Pune,Afternoon,14.2,Claimed,35,claimed,NGO706168,Picked Up,2026-05-30,2.0,53.66,1.0,48.87,38.5,Donor 2345,Event,Bengaluru,Community NGO 6169,Pune,West,774.0,13.0,Yes,2026-03,2026
DON613468,DNR505470,Fruits & Vegetables,20.23,2026-03-24,Jaipur,Evening,21.2,Delivered,45,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 5471,Bakery,Remote,,,,,,,2026-03,2026
DON606916,DNR504792,Cooked Meals,43.52,2026-03-24,Kolkata,Evening,26.0,Delivered,96,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4793,Hotel,Pune,,,,,,,2026-03,2026
DON610423,DNR509288,Dairy,23.36,2026-03-24,Jaipur,Night,15.4,Delivered,51,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9289,Household,Bengaluru,,,,,,,2026-03,2026
DON605684,DNR506904,Cooked Meals,38.23,2026-03-24,Jaipur,Afternoon,26.3,Claimed,84,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6905,Bakery,Remote,,,,,,,2026-03,2026
DON603083,DNR509946,Rice & Grains,28.85,2026-03-24,Bengaluru,Night,21.8,Expired,63,expired,NGO704696,Delivered,2026-01-14,1.0,11.25,1.0,11.25,17.0,Donor 9947,Hotel,Kolkata,Community NGO 4697,Pune,Citywide,2870.0,64.0,No,2026-03,2026
DON600622,DNR501515,Cooked Meals,46.99,2026-03-24,Pune,Evening,24.3,Picked Up,103,picked up,NGO707512,Delivered,2026-06-22,1.0,38.92,1.0,38.92,33.0,Donor 1516,Event,Chennai,Community NGO 7513,Delhi NCR,Citywide,1350.0,30.0,Yes,2026-03,2026
DON615978,DNR511541,Snacks,41.84,2026-03-24,Hyderabad,Morning,29.9,Picked Up,92,picked up,NGO707801,Delivered,2026-05-22,1.0,7.81,1.0,7.81,98.0,Donor 11542,Cafeteria,Delhi NCR,Community NGO 7802,Remote,East,313.0,51.0,No,2026-03,2026
DON618810,DNR500539,Cooked Meals,13.75,2026-03-24,Jaipur,Afternoon,36.7,Picked Up,30,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 540,Restaurant,Chennai,,,,,,,2026-03,2026
DON618823,DNR508379,Fruits & Vegetables,46.16,2026-03-24,Ahmedabad,Night,37.1,Delivered,102,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8380,Restaurant,Bengaluru,,,,,,,2026-03,2026
DON612657,DNR502480,Dairy,69.35,2026-03-24,Chennai,Morning,15.7,Picked Up,153,picked up,NGO703322,Picked Up,2026-06-23,1.0,26.23,0.0,0.0,14.0,Donor 2481,Cafeteria,Mumbai,Community NGO 3323,Delhi NCR,Central,236.0,37.0,Yes,2026-03,2026
DON613374,DNR501025,Rice & Grains,46.45,2026-03-24,Delhi NCR,Evening,20.4,Picked Up,102,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1026,Restaurant,Mumbai,,,,,,,2026-03,2026
DON619137,DNR500218,Fruits & Vegetables,58.63,2026-03-24,Pune,Afternoon,18.0,Picked Up,129,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 219,Cafeteria,Hyderabad,,,,,,,2026-03,2026
DON615177,DNR505553,Snacks,7.0,2026-03-24,Pune,Afternoon,7.8,Delivered,15,delivered,NGO703044,Requested,2026-02-13,1.0,26.13,0.0,0.0,54.0,Donor 5554,Household,Chennai,Community NGO 3045,Bengaluru,Citywide,1400.0,53.0,No,2026-03,2026
DON613351,DNR508763,Rice & Grains,26.51,2026-03-24,Ahmedabad,Morning,29.5,Delivered,58,delivered,NGO705258,Picked Up,2026-04-26,1.0,11.2,0.0,0.0,68.0,Donor 8764,Hotel,Pune,Community NGO 5259,Remote,Central,773.0,48.0,Yes,2026-03,2026
DON607043,DNR504107,Beverages,33.31,2026-03-24,Hyderabad,Evening,23.1,Claimed,73,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4108,Grocery Store,Remote,,,,,,,2026-03,2026
DON610394,DNR503259,Rice & Grains,21.39,2026-03-24,Bengaluru,Afternoon,17.9,Claimed,47,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3260,Hotel,Bengaluru,,,,,,,2026-03,2026
DON607187,DNR500606,Catering Surplus,28.18,2026-03-24,Jaipur,Afternoon,24.6,Picked Up,62,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 607,Hotel,Ahmedabad,,,,,,,2026-03,2026
DON614843,DNR501133,Cooked Meals,15.31,2026-03-24,Remote,Morning,13.5,Claimed,34,claimed,NGO705963,Delivered,2026-07-29,1.0,34.06,1.0,34.06,82.0,Donor 1134,Household,Chennai,Community NGO 5964,Mumbai,South,135.0,55.0,Yes,2026-03,2026
DON605231,DNR500318,Packaged Food,24.87,2026-03-24,Remote,Evening,4.1,Delivered,55,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 319,Restaurant,Pune,,,,,,,2026-03,2026
DON608582,DNR505477,Fruits & Vegetables,7.44,2026-03-24,Bengaluru,Afternoon,13.9,Delivered,16,delivered,NGO707943,Delivered,2026-06-16,2.0,65.92,1.0,33.47,46.5,Donor 5478,Bakery,Remote,Community NGO 7944,Kolkata,East,1058.0,3.0,Yes,2026-03,2026
DON608384,DNR511837,Beverages,49.19,2026-03-24,Ahmedabad,Evening,3.6,Delivered,108,delivered,NGO704073,Cancelled,2026-06-29,1.0,53.91,0.0,0.0,55.0,Donor 11838,Hotel,Delhi NCR,Community NGO 4074,Chennai,Citywide,499.0,10.0,Yes,2026-03,2026
DON614857,DNR510521,Catering Surplus,20.4,2026-03-24,Hyderabad,Afternoon,29.8,Claimed,45,claimed,NGO700606,Cancelled,2026-05-31,2.0,32.88,0.0,0.0,64.5,Donor 10522,Bakery,Jaipur,Community NGO 607,Hyderabad,East,53.0,3.0,Yes,2026-03,2026
DON607339,DNR502069,Bakery,29.29,2026-03-24,Delhi NCR,Afternoon,20.2,Wasted,64,wasted,NGO703638,Picked Up,2026-01-15,1.0,21.47,0.0,0.0,68.0,Donor 2070,Event,Kolkata,Community NGO 3639,Chennai,South,737.0,64.0,Yes,2026-03,2026
DON604271,DNR509263,Rice & Grains,24.97,2026-03-24,Mumbai,Evening,5.6,Claimed,55,claimed,NGO707836,Delivered,2026-06-01,1.0,32.09,1.0,32.09,5.0,Donor 9264,Restaurant,Remote,Community NGO 7837,Pune,West,1711.0,18.0,No,2026-03,2026
DON607149,DNR508574,Snacks,58.29,2026-03-24,Jaipur,Afternoon,20.3,Picked Up,128,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8575,Grocery Store,Jaipur,,,,,,,2026-03,2026
DON609959,DNR502564,Rice & Grains,16.58,2026-03-25,Delhi NCR,Evening,13.5,Delivered,36,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2565,Cafeteria,Remote,,,,,,,2026-03,2026
DON610703,DNR505795,Bakery,25.36,2026-03-25,Bengaluru,Evening,29.1,Claimed,56,claimed,NGO701766,Delivered,2026-07-21,2.0,35.89,2.0,35.89,31.5,Donor 5796,Cafeteria,Chennai,Community NGO 1767,Remote,Central,1471.0,15.0,Yes,2026-03,2026
DON615129,DNR504893,Beverages,24.15,2026-03-25,Jaipur,Morning,8.1,Delivered,53,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4894,Restaurant,Jaipur,,,,,,,2026-03,2026
DON602080,DNR509701,Other,20.62,2026-03-25,Kolkata,Evening,25.9,Delivered,45,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9702,Household,Jaipur,,,,,,,2026-03,2026
DON612451,DNR500461,Fruits & Vegetables,21.43,2026-03-25,Delhi NCR,Morning,9.3,Delivered,47,delivered,NGO701886,Picked Up,2026-05-27,1.0,15.34,0.0,0.0,31.0,Donor 462,Hotel,Delhi NCR,Community NGO 1887,Chennai,South,344.0,42.0,Yes,2026-03,2026
DON616638,DNR504447,Packaged Food,15.7,2026-03-25,Delhi NCR,Evening,17.1,Claimed,35,claimed,NGO709399,Delivered,2026-06-29,2.0,64.24,2.0,64.24,16.5,Donor 4448,Hotel,Mumbai,Community NGO 9400,Bengaluru,East,1686.0,49.0,Yes,2026-03,2026
DON605292,DNR504378,Cooked Meals,75.75,2026-03-25,Mumbai,Morning,9.6,Picked Up,167,picked up,NGO706591,Delivered,2026-02-18,1.0,23.91,1.0,23.91,37.0,Donor 4379,Restaurant,Delhi NCR,Community NGO 6592,Bengaluru,Citywide,2938.0,10.0,Yes,2026-03,2026
DON608355,DNR503676,Beverages,8.76,2026-03-25,Hyderabad,Evening,28.0,Expired,19,expired,NGO707818,Delivered,2026-04-16,1.0,8.53,1.0,8.53,43.0,Donor 3677,Cafeteria,Bengaluru,Community NGO 7819,Jaipur,East,2788.0,20.0,Yes,2026-03,2026
DON607761,DNR511418,Packaged Food,10.54,2026-03-25,Ahmedabad,Afternoon,26.6,Claimed,23,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11419,Household,Remote,,,,,,,2026-03,2026
DON618031,DNR507734,Catering Surplus,30.2,2026-03-25,Jaipur,Morning,2.0,Picked Up,66,picked up,NGO703801,Assigned,2026-04-13,1.0,74.6,0.0,0.0,19.0,Donor 7735,Grocery Store,Mumbai,Community NGO 3802,Jaipur,South,894.0,70.0,Yes,2026-03,2026
DON607081,DNR507581,Fruits & Vegetables,14.97,2026-03-25,Chennai,Evening,18.1,Expired,33,expired,NGO702074,Delivered,2026-07-05,2.0,28.69,1.0,24.67,35.5,Donor 7582,Restaurant,Kolkata,Community NGO 2075,Kolkata,South,2214.0,63.0,Yes,2026-03,2026
DON619767,DNR505616,Bakery,19.18,2026-03-25,Chennai,Afternoon,21.3,Delivered,42,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 5617,Restaurant,Mumbai,,,,,,,2026-03,2026
DON602316,DNR504462,Bakery,44.82,2026-03-25,Jaipur,Evening,15.1,Picked Up,99,picked up,NGO708761,Delivered,2026-02-01,1.0,23.97,1.0,23.97,39.0,Donor 4463,Hotel,Mumbai,Community NGO 8762,Jaipur,Central,1066.0,52.0,Yes,2026-03,2026
DON619074,DNR503389,Bakery,36.39,2026-03-25,Hyderabad,Afternoon,24.1,Claimed,80,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3390,Restaurant,Delhi NCR,,,,,,,2026-03,2026
DON600400,DNR508229,Rice & Grains,18.85,2026-03-25,Pune,Afternoon,32.4,Claimed,41,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8230,Restaurant,Jaipur,,,,,,,2026-03,2026
DON602619,DNR511670,Snacks,24.89,2026-03-25,Bengaluru,Morning,34.2,Delivered,55,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11671,Household,Jaipur,,,,,,,2026-03,2026
DON610472,DNR500654,Fruits & Vegetables,27.73,2026-03-25,Hyderabad,Afternoon,27.0,Wasted,61,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 655,Restaurant,Pune,,,,,,,2026-03,2026
DON613541,DNR501630,Packaged Food,16.04,2026-03-25,Kolkata,Afternoon,21.9,Claimed,35,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1631,Cafeteria,Ahmedabad,,,,,,,2026-03,2026
DON610913,DNR510249,Other,22.51,2026-03-25,Mumbai,Morning,15.1,Delivered,50,delivered,NGO707227,Assigned,2026-04-07,1.0,15.37,0.0,0.0,38.0,Donor 10250,Cafeteria,Remote,Community NGO 7228,Chennai,Citywide,1748.0,8.0,Yes,2026-03,2026
DON604390,DNR510345,Cooked Meals,16.72,2026-03-25,Remote,Evening,3.8,Delivered,37,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10346,Household,Delhi NCR,,,,,,,2026-03,2026
DON604208,DNR506609,Bakery,3.4,2026-03-25,Pune,Evening,16.3,Delivered,7,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6610,Bakery,Chennai,,,,,,,2026-03,2026
DON619435,DNR511061,Rice & Grains,34.39,2026-03-25,Bengaluru,Afternoon,21.9,Picked Up,76,picked up,NGO707560,Delivered,2026-05-04,1.0,36.86,1.0,36.86,5.0,Donor 11062,Cafeteria,Ahmedabad,Community NGO 7561,Pune,South,2276.0,9.0,Yes,2026-03,2026
