Donor_ID,Donation_Count,Total_Quantity_KG,Average_Quantity_KG,Donor_Name,Donor_Type,City
DNR505722,2,47.28,23.64,Donor 5723,Cafeteria,Jaipur
DNR505726,2,32.1,16.05,Donor 5727,Cafeteria,Delhi NCR
DNR508338,2,17.45,8.72,Donor 8339,Bakery,Remote
DNR508341,2,27.79,13.9,Donor 8342,Event,Jaipur
DNR508345,2,36.2,18.1,Donor 8346,Hotel,Jaipur
DNR508351,2,26.91,13.45,Donor 8352,Cafeteria,Bengaluru
DNR505690,2,78.5,39.25,Donor 5691,Event,Bengaluru
DNR505692,2,38.84,19.42,Donor 5693,Restaurant,Chennai
DNR505693,2,14.62,7.31,Donor 5694,Restaurant,Kolkata
DNR505695,2,43.27,21.64,Donor 5696,Household,Mumbai
DNR505699,2,60.56,30.28,Donor 5700,Restaurant,Kolkata
DNR505705,2,36.27,18.13,Donor 5706,Restaurant,Chennai
DNR505706,2,85.21,42.6,Donor 5707,Restaurant,Bengaluru
DNR508321,2,75.25,37.62,Donor 8322,Restaurant,Jaipur
DNR508327,2,87.82,43.91,Donor 8328,Cafeteria,Bengaluru
DNR508330,2,46.15,23.08,Donor 8331,Household,Hyderabad
DNR505716,2,31.68,15.84,Donor 5717,Grocery Store,Hyderabad
DNR505717,2,67.9,33.95,Donor 5718,Household,Remote
DNR501415,2,36.24,18.12,Donor 1416,Restaurant,Mumbai
DNR501417,2,51.43,25.72,Donor 1418,Event,Kolkata
DNR501419,2,54.15,27.08,Donor 1420,Restaurant,Remote
DNR501421,2,32.21,16.1,Donor 1422,Household,Hyderabad
DNR511089,2,45.79,22.9,Donor 11090,Household,Pune
DNR511091,2,82.79,41.4,Donor 11092,Hotel,Ahmedabad
DNR511094,2,52.76,26.38,Donor 11095,Event,Delhi NCR
DNR511096,2,55.23,27.62,Donor 11097,Household,Delhi NCR
DNR511098,2,35.97,17.98,Donor 11099,Restaurant,Pune
DNR511099,2,35.28,17.64,Donor 11100,Cafeteria,Bengaluru
DNR511104,2,41.68,20.84,Donor 11105,Hotel,Bengaluru
DNR505739,2,68.34,34.17,Donor 5740,Bakery,Kolkata
DNR505741,2,49.94,24.97,Donor 5742,Cafeteria,Bengaluru
DNR501380,2,39.27,19.63,Donor 1381,Hotel,Kolkata
DNR501384,2,56.88,28.44,Donor 1385,Event,Kolkata
DNR501386,2,75.01,37.5,Donor 1387,Cafeteria,Jaipur
DNR501390,2,42.69,21.34,Donor 1391,Household,Kolkata
DNR501391,2,38.09,19.05,Donor 1392,Grocery Store,Delhi NCR
DNR501394,2,30.15,15.08,Donor 1395,Restaurant,Ahmedabad
DNR501398,2,50.0,25.0,Donor 1399,Hotel,Bengaluru
DNR501363,2,91.16,45.58,Donor 1364,Cafeteria,Pune
DNR501366,2,62.6,31.3,Donor 1367,Event,Chennai
DNR501368,2,49.07,24.54,Donor 1369,Grocery Store,Hyderabad
DNR501370,2,15.73,7.86,Donor 1371,Household,Ahmedabad
DNR505742,2,78.32,39.16,Donor 5743,Hotel,Bengaluru
DNR505743,2,23.01,11.5,Donor 5744,Event,Remote
DNR508316,2,59.2,29.6,Donor 8317,Event,Remote
DNR508308,2,45.4,22.7,Donor 8309,Grocery Store,Hyderabad
DNR501375,2,33.69,16.84,Donor 1376,Event,Mumbai
DNR501349,2,33.32,16.66,Donor 1350,Hotel,Jaipur
DNR501350,2,60.06,30.03,Donor 1351,Hotel,Delhi NCR
DNR501354,2,97.01,48.5,Donor 1355,Restaurant,Jaipur
DNR501359,2,56.2,28.1,Donor 1360,Restaurant,Bengaluru
DNR501360,2,55.59,27.8,Donor 1361,Restaurant,Jaipur
DNR511107,2,37.39,18.7,Donor 11108,Hotel,Mumbai
DNR505748,2,14.69,7.35,Donor 5749,Restaurant,Ahmedabad
DNR505756,2,54.51,27.26,Donor 5757,Restaurant,Delhi NCR
DNR505757,2,40.92,20.46,Donor 5758,Restaurant,Jaipur
DNR505758,2,92.94,46.47,Donor 5759,Grocery Store,Mumbai
DNR505759,2,85.72,42.86,Donor 5760,Grocery Store,Hyderabad
DNR505767,2,42.14,21.07,Donor 5768,Household,Pune
DNR505736,2,52.25,26.12,Donor 5737,Hotel,Pune
DNR505738,2,32.27,16.13,Donor 5739,Event,Chennai
DNR505796,2,52.54,26.27,Donor 5797,Household,Delhi NCR
DNR505803,2,22.86,11.43,Donor 5804,Cafeteria,Bengaluru
DNR505769,2,43.79,21.9,Donor 5770,Restaurant,Mumbai
DNR505771,2,55.69,27.84,Donor 5772,Hotel,Ahmedabad
DNR505775,2,41.39,20.7,Donor 5776,Restaurant,Delhi NCR
DNR505777,2,70.26,35.13,Donor 5778,Restaurant,Kolkata
DNR505778,2,10.79,5.4,Donor 5779,Grocery Store,Delhi NCR
DNR505780,2,43.36,21.68,Donor 5781,Restaurant,Hyderabad
DNR505781,2,30.54,15.27,Donor 5782,Event,Mumbai
DNR505786,2,51.6,25.8,Donor 5787,Household,Jaipur
DNR508296,2,77.5,38.75,Donor 8297,Restaurant,Mumbai
DNR508298,2,72.98,36.49,Donor 8299,Bakery,Ahmedabad
DNR508300,2,33.49,16.74,Donor 8301,Restaurant,Ahmedabad
DNR508302,2,30.15,15.08,Donor 8303,Grocery Store,Ahmedabad
DNR508304,2,46.92,23.46,Donor 8305,Bakery,Chennai
DNR508307,2,43.16,21.58,Donor 8308,Hotel,Bengaluru
DNR508290,2,75.29,37.64,Donor 8291,Restaurant,Mumbai
DNR508293,2,110.58,55.29,Donor 8294,Hotel,Mumbai
DNR505790,2,43.38,21.69,Donor 5791,Event,Ahmedabad
DNR511109,2,63.77,31.88,Donor 11110,Restaurant,Chennai
DNR511110,2,73.02,36.51,Donor 11111,Cafeteria,Jaipur
DNR511116,2,52.0,26.0,Donor 11117,Cafeteria,Pune
DNR511117,2,39.32,19.66,Donor 11118,Grocery Store,Remote
DNR511118,2,76.41,38.2,Donor 11119,Cafeteria,Remote
DNR511119,2,26.8,13.4,Donor 11120,Restaurant,Pune
DNR511121,2,48.02,24.01,Donor 11122,Grocery Store,Kolkata
DNR511124,2,41.79,20.9,Donor 11125,Event,Kolkata
DNR511125,2,39.1,19.55,Donor 11126,Hotel,Jaipur
DNR511129,2,40.14,20.07,Donor 11130,Restaurant,Hyderabad
DNR511130,2,84.09,42.04,Donor 11131,Cafeteria,Kolkata
DNR511134,2,26.93,13.46,Donor 11135,Household,Delhi NCR
DNR511140,2,43.33,21.66,Donor 11141,Restaurant,Jaipur
DNR505821,2,35.56,17.78,Donor 5822,Household,Kolkata
DNR505822,2,24.96,12.48,Donor 5823,Restaurant,Remote
DNR511145,2,24.24,12.12,Donor 11146,Event,Delhi NCR
DNR501328,2,63.36,31.68,Donor 1329,Grocery Store,Kolkata
DNR501333,2,44.95,22.48,Donor 1334,Restaurant,Mumbai
DNR501338,2,61.37,30.68,Donor 1339,Bakery,Bengaluru
DNR501342,2,32.52,16.26,Donor 1343,Event,Delhi NCR
DNR501310,2,52.0,26.0,Donor 1311,Restaurant,Remote
DNR501312,2,34.73,17.37,Donor 1313,Household,Kolkata
DNR501315,2,14.06,7.03,Donor 1316,Restaurant,Hyderabad
DNR501323,2,64.12,32.06,Donor 1324,Grocery Store,Pune
DNR505825,2,69.44,34.72,Donor 5826,Restaurant,Ahmedabad
DNR508277,2,84.2,42.1,Donor 8278,Hotel,Pune
DNR508281,2,33.19,16.6,Donor 8282,Hotel,Ahmedabad
DNR508283,2,82.31,41.16,Donor 8284,Event,Bengaluru
DNR508286,2,14.13,7.06,Donor 8287,Cafeteria,Jaipur
DNR511154,2,48.92,24.46,Donor 11155,Grocery Store,Jaipur
DNR511157,2,36.17,18.08,Donor 11158,Restaurant,Remote
DNR511162,2,44.09,22.04,Donor 11163,Restaurant,Remote
DNR511163,2,52.27,26.14,Donor 11164,Restaurant,Hyderabad
DNR511164,2,33.19,16.6,Donor 11165,Restaurant,Delhi NCR
DNR501285,2,35.59,17.8,Donor 1286,Bakery,Delhi NCR
DNR501289,2,75.25,37.62,Donor 1290,Event,Bengaluru
DNR501293,2,36.75,18.38,Donor 1294,Household,Pune
DNR505835,2,27.38,13.69,Donor 5836,Cafeteria,Ahmedabad
DNR505838,2,64.8,32.4,Donor 5839,Restaurant,Pune
DNR505839,2,33.71,16.86,Donor 5840,Household,Pune
DNR505842,2,70.62,35.31,Donor 5843,Grocery Store,Hyderabad
DNR505812,2,42.28,21.14,Donor 5813,Hotel,Jaipur
DNR505813,2,51.44,25.72,Donor 5814,Restaurant,Mumbai
DNR505814,2,51.5,25.75,Donor 5815,Bakery,Kolkata
DNR505816,2,51.18,25.59,Donor 5817,Bakery,Chennai
DNR505880,2,49.95,24.98,Donor 5881,Bakery,Bengaluru
DNR505884,2,36.98,18.49,Donor 5885,Bakery,Remote
DNR505885,2,93.17,46.58,Donor 5886,Bakery,Kolkata
DNR505847,2,82.74,41.37,Donor 5848,Restaurant,Delhi NCR
DNR505849,2,83.24,41.62,Donor 5850,Restaurant,Delhi NCR
DNR505852,2,59.35,29.67,Donor 5853,Cafeteria,Remote
DNR505858,2,50.44,25.22,Donor 5859,Hotel,Kolkata
DNR505862,2,18.44,9.22,Donor 5863,Grocery Store,Remote
DNR505864,2,74.95,37.48,Donor 5865,Hotel,Remote
DNR508259,2,61.51,30.76,Donor 8260,Restaurant,Pune
DNR508260,2,43.51,21.76,Donor 8261,Restaurant,Ahmedabad
DNR508261,2,53.27,26.64,Donor 8262,Restaurant,Ahmedabad
DNR508262,2,70.5,35.25,Donor 8263,Hotel,Remote
DNR508270,2,39.1,19.55,Donor 8271,Hotel,Chennai
DNR508275,2,101.74,50.87,Donor 8276,Cafeteria,Jaipur
DNR505828,2,63.19,31.6,Donor 5829,Restaurant,Mumbai
DNR508247,2,70.62,35.31,Donor 8248,Grocery Store,Mumbai
DNR508255,2,100.98,50.49,Donor 8256,Hotel,Kolkata
DNR505870,2,41.97,20.98,Donor 5871,Household,Kolkata
DNR505874,2,87.07,43.54,Donor 5875,Restaurant,Remote
DNR501301,2,57.56,28.78,Donor 1302,Hotel,Jaipur
DNR501264,2,99.08,49.54,Donor 1265,Hotel,Pune
DNR501265,2,42.98,21.49,Donor 1266,Restaurant,Mumbai
DNR501272,2,33.51,16.76,Donor 1273,Cafeteria,Pune
DNR501273,2,67.52,33.76,Donor 1274,Restaurant,Remote
DNR501277,2,46.67,23.34,Donor 1278,Cafeteria,Hyderabad
DNR501278,2,20.25,10.12,Donor 1279,Event,Kolkata
DNR501281,2,22.99,11.5,Donor 1282,Bakery,Jaipur
DNR501283,2,31.15,15.58,Donor 1284,Restaurant,Bengaluru
DNR511165,2,86.21,43.1,Donor 11166,Restaurant,Ahmedabad
DNR511166,2,53.62,26.81,Donor 11167,Grocery Store,Bengaluru
DNR505879,2,34.37,17.19,Donor 5880,Hotel,Jaipur
DNR505891,2,76.02,38.01,Donor 5892,Grocery Store,Hyderabad
DNR505892,2,25.37,12.68,Donor 5893,Cafeteria,Delhi NCR
DNR505893,2,50.5,25.25,Donor 5894,Restaurant,Pune
DNR505897,2,39.16,19.58,Donor 5898,Cafeteria,Hyderabad
DNR505898,2,51.65,25.83,Donor 5899,Cafeteria,Mumbai
DNR511178,2,88.28,44.14,Donor 11179,Household,Delhi NCR
DNR511179,2,33.61,16.8,Donor 11180,Household,Pune
DNR511182,2,35.07,17.54,Donor 11183,Bakery,Remote
DNR501243,2,41.08,20.54,Donor 1244,Restaurant,Ahmedabad
DNR501245,2,58.53,29.26,Donor 1246,Hotel,Ahmedabad
DNR501247,2,113.21,56.6,Donor 1248,Restaurant,Hyderabad
DNR501249,2,59.38,29.69,Donor 1250,Event,Chennai
DNR508239,2,68.08,34.04,Donor 8240,Grocery Store,Pune
DNR508240,2,40.34,20.17,Donor 8241,Household,Ahmedabad
DNR508243,2,60.58,30.29,Donor 8244,Restaurant,Ahmedabad
DNR508245,2,34.43,17.22,Donor 8246,Restaurant,Delhi NCR
DNR505916,2,19.78,9.89,Donor 5917,Cafeteria,Pune
DNR501257,2,82.04,41.02,Donor 1258,Household,Remote
DNR501260,2,67.88,33.94,Donor 1261,Household,Chennai
DNR501222,2,82.78,41.39,Donor 1223,Hotel,Ahmedabad
DNR501224,2,27.11,13.56,Donor 1225,Restaurant,Mumbai
DNR501225,2,64.81,32.4,Donor 1226,Hotel,Mumbai
DNR501233,2,51.91,25.96,Donor 1234,Household,Hyderabad
DNR501234,2,60.23,30.12,Donor 1235,Household,Kolkata
DNR501238,2,47.75,23.88,Donor 1239,Hotel,Delhi NCR
DNR508221,2,55.63,27.82,Donor 8222,Household,Jaipur
DNR508222,2,34.06,17.03,Donor 8223,Bakery,Remote
DNR508224,2,43.49,21.74,Donor 8225,Household,Remote
DNR508225,2,104.13,52.06,Donor 8226,Restaurant,Mumbai
DNR508227,2,84.71,42.36,Donor 8228,Bakery,Mumbai
DNR508234,2,24.97,12.49,Donor 8235,Restaurant,Hyderabad
DNR508235,2,78.38,39.19,Donor 8236,Household,Delhi NCR
DNR511211,2,65.98,32.99,Donor 11212,Household,Chennai
DNR505959,2,48.06,24.03,Donor 5960,Cafeteria,Kolkata
DNR505960,2,48.65,24.33,Donor 5961,Cafeteria,Chennai
DNR505936,2,43.33,21.66,Donor 5937,Cafeteria,Hyderabad
DNR505937,2,57.42,28.71,Donor 5938,Event,Hyderabad
DNR505942,2,26.92,13.46,Donor 5943,Restaurant,Kolkata
DNR505943,2,57.82,28.91,Donor 5944,Restaurant,Chennai
DNR505944,2,36.34,18.17,Donor 5945,Household,Hyderabad
DNR508199,2,54.92,27.46,Donor 8200,Restaurant,Mumbai
DNR508201,2,61.68,30.84,Donor 8202,Household,Pune
DNR508203,2,43.71,21.85,Donor 8204,Grocery Store,Delhi NCR
DNR508206,2,84.73,42.36,Donor 8207,Household,Hyderabad
DNR508215,2,21.11,10.56,Donor 8216,Household,Mumbai
DNR508216,2,46.28,23.14,Donor 8217,Cafeteria,Remote
DNR505905,2,47.95,23.98,Donor 5906,Restaurant,Chennai
DNR505912,2,53.29,26.64,Donor 5913,Hotel,Ahmedabad
DNR508192,2,46.25,23.12,Donor 8193,Grocery Store,Pune
DNR508193,2,97.67,48.84,Donor 8194,Cafeteria,Jaipur
DNR508196,2,46.15,23.08,Donor 8197,Restaurant,Mumbai
DNR505946,2,79.99,40.0,Donor 5947,Restaurant,Kolkata
DNR505947,2,64.46,32.23,Donor 5948,Restaurant,Mumbai
DNR501241,2,26.13,13.06,Donor 1242,Restaurant,Delhi NCR
DNR511184,2,50.95,25.48,Donor 11185,Event,Kolkata
DNR511192,2,50.38,25.19,Donor 11193,Restaurant,Mumbai
DNR511193,2,41.72,20.86,Donor 11194,Event,Bengaluru
DNR511194,2,67.17,33.58,Donor 11195,Restaurant,Delhi NCR
DNR511195,2,102.11,51.06,Donor 11196,Cafeteria,Delhi NCR
DNR511200,2,46.28,23.14,Donor 11201,Bakery,Chennai
DNR511201,2,32.65,16.32,Donor 11202,Household,Chennai
DNR511207,2,60.36,30.18,Donor 11208,Grocery Store,Bengaluru
DNR511209,2,66.95,33.48,Donor 11210,Restaurant,Jaipur
DNR511210,2,45.49,22.74,Donor 11211,Hotel,Bengaluru
DNR501201,2,100.27,50.14,Donor 1202,Cafeteria,Jaipur
DNR501206,2,49.04,24.52,Donor 1207,Restaurant,Ahmedabad
DNR501211,2,66.72,33.36,Donor 1212,Grocery Store,Jaipur
DNR501174,2,38.57,19.28,Donor 1175,Bakery,Kolkata
DNR501175,2,43.53,21.76,Donor 1176,Cafeteria,Pune
DNR501178,2,43.46,21.73,Donor 1179,Household,Delhi NCR
DNR501179,2,89.7,44.85,Donor 1180,Cafeteria,Delhi NCR
DNR501181,2,41.24,20.62,Donor 1182,Restaurant,Jaipur
DNR501184,2,49.99,25.0,Donor 1185,Grocery Store,Ahmedabad
DNR501187,2,70.68,35.34,Donor 1188,Event,Kolkata
DNR501189,2,40.78,20.39,Donor 1190,Cafeteria,Pune
DNR501190,2,81.86,40.93,Donor 1191,Hotel,Mumbai
DNR505982,2,24.78,12.39,Donor 5983,Restaurant,Pune
DNR508180,2,40.07,20.04,Donor 8181,Household,Jaipur
DNR508181,2,33.89,16.94,Donor 8182,Hotel,Delhi NCR
DNR508189,2,41.31,20.66,Donor 8190,Household,Chennai
DNR506015,2,53.57,26.78,Donor 6016,Grocery Store,Delhi NCR
DNR506017,2,56.39,28.2,Donor 6018,Restaurant,Kolkata
DNR506019,2,51.03,25.52,Donor 6020,Event,Mumbai
DNR505986,2,58.32,29.16,Donor 5987,Restaurant,Bengaluru
DNR505991,2,23.29,11.64,Donor 5992,Event,Mumbai
DNR505993,2,42.86,21.43,Donor 5994,Grocery Store,Delhi NCR
DNR506001,2,71.23,35.61,Donor 6002,Hotel,Mumbai
DNR506002,2,35.67,17.84,Donor 6003,Cafeteria,Chennai
DNR506003,2,17.05,8.52,Donor 6004,Household,Ahmedabad
DNR508166,2,86.62,43.31,Donor 8167,Household,Kolkata
DNR508169,2,91.51,45.76,Donor 8170,Restaurant,Chennai
DNR508171,2,34.97,17.48,Donor 8172,Household,Remote
DNR508179,2,64.92,32.46,Donor 8180,Hotel,Remote
DNR505968,2,35.28,17.64,Donor 5969,Restaurant,Jaipur
DNR505972,2,37.35,18.67,Donor 5973,Restaurant,Ahmedabad
DNR501197,2,56.4,28.2,Donor 1198,Hotel,Delhi NCR
DNR501163,2,62.48,31.24,Donor 1164,Cafeteria,Hyderabad
DNR501167,2,40.51,20.26,Donor 1168,Household,Mumbai
DNR501170,2,79.12,39.56,Donor 1171,Event,Remote
DNR501139,2,77.05,38.53,Donor 1140,Grocery Store,Remote
DNR501140,2,62.15,31.08,Donor 1141,Hotel,Remote
DNR501191,2,47.37,23.68,Donor 1192,Restaurant,Delhi NCR
DNR511222,2,29.94,14.97,Donor 11223,Bakery,Kolkata
DNR511224,2,29.66,14.83,Donor 11225,Cafeteria,Pune
DNR511225,2,42.93,21.46,Donor 11226,Restaurant,Hyderabad
DNR511228,2,60.53,30.26,Donor 11229,Restaurant,Jaipur
DNR511231,2,42.96,21.48,Donor 11232,Grocery Store,Delhi NCR
DNR511236,2,41.52,20.76,Donor 11237,Hotel,Bengaluru
DNR511238,2,15.48,7.74,Donor 11239,Hotel,Jaipur
DNR511248,2,22.69,11.34,Donor 11249,Household,Jaipur
DNR511254,2,26.04,13.02,Donor 11255,Event,Bengaluru
DNR506013,2,37.04,18.52,Donor 6014,Household,Mumbai
DNR501141,2,36.48,18.24,Donor 1142,Restaurant,Bengaluru
DNR501144,2,39.59,19.8,Donor 1145,Grocery Store,Pune
DNR501145,2,92.65,46.32,Donor 1146,Event,Chennai
DNR501146,2,99.03,49.52,Donor 1147,Bakery,Delhi NCR
DNR511261,2,74.73,37.36,Donor 11262,Restaurant,Hyderabad
DNR511265,2,35.09,17.55,Donor 11266,Hotel,Delhi NCR
DNR506033,2,50.08,25.04,Donor 6034,Cafeteria,Kolkata
DNR508141,2,85.79,42.9,Donor 8142,Household,Bengaluru
DNR508144,2,26.2,13.1,Donor 8145,Cafeteria,Mumbai
DNR508155,2,28.64,14.32,Donor 8156,Restaurant,Remote
DNR508160,2,25.58,12.79,Donor 8161,Household,Kolkata
DNR506005,2,49.57,24.78,Donor 6006,Restaurant,Delhi NCR
DNR506006,2,39.64,19.82,Donor 6007,Restaurant,Chennai
DNR506007,2,14.92,7.46,Donor 6008,Hotel,Chennai
DNR501156,2,51.38,25.69,Donor 1157,Hotel,Hyderabad
DNR501159,2,33.16,16.58,Donor 1160,Restaurant,Ahmedabad
DNR511277,2,51.57,25.78,Donor 11278,Restaurant,Kolkata
DNR511278,2,22.51,11.26,Donor 11279,Household,Remote
DNR511279,2,44.01,22.0,Donor 11280,Restaurant,Jaipur
DNR511280,2,87.8,43.9,Donor 11281,Household,Bengaluru
DNR501099,2,56.77,28.38,Donor 1100,Cafeteria,Delhi NCR
DNR501105,2,35.25,17.62,Donor 1106,Household,Pune
DNR508122,2,47.24,23.62,Donor 8123,Household,Pune
DNR508125,2,31.94,15.97,Donor 8126,Restaurant,Chennai
DNR508127,2,42.62,21.31,Donor 8128,Restaurant,Ahmedabad
DNR508128,2,82.52,41.26,Donor 8129,Grocery Store,Delhi NCR
DNR508130,2,29.96,14.98,Donor 8131,Cafeteria,Pune
DNR508136,2,25.08,12.54,Donor 8137,Hotel,Pune
DNR506021,2,63.46,31.73,Donor 6022,Hotel,Pune
DNR506022,2,67.03,33.52,Donor 6023,Restaurant,Ahmedabad
DNR506024,2,66.68,33.34,Donor 6025,Event,Chennai
DNR506027,2,68.71,34.36,Donor 6028,Grocery Store,Delhi NCR
DNR506066,2,60.82,30.41,Donor 6067,Restaurant,Chennai
DNR501108,2,54.39,27.2,Donor 1109,Grocery Store,Kolkata
DNR501110,2,11.21,5.6,Donor 1111,Cafeteria,Ahmedabad
DNR501112,2,30.95,15.48,Donor 1113,Household,Jaipur
DNR501085,2,54.32,27.16,Donor 1086,Restaurant,Kolkata
DNR501086,2,85.8,42.9,Donor 1087,Household,Kolkata
DNR501093,2,49.76,24.88,Donor 1094,Cafeteria,Chennai
DNR511282,2,40.44,20.22,Donor 11283,Grocery Store,Remote
DNR511283,2,47.98,23.99,Donor 11284,Household,Mumbai
DNR506076,2,43.33,21.66,Donor 6077,Household,Chennai
DNR506041,2,46.72,23.36,Donor 6042,Event,Jaipur
DNR506049,2,51.78,25.89,Donor 6050,Hotel,Mumbai
DNR506054,2,54.13,27.06,Donor 6055,Cafeteria,Ahmedabad
DNR506059,2,52.7,26.35,Donor 6060,Household,Jaipur
DNR506060,2,56.08,28.04,Donor 6061,Restaurant,Remote
DNR506061,2,35.35,17.68,Donor 6062,Restaurant,Pune
DNR506091,2,31.81,15.9,Donor 6092,Grocery Store,Pune
DNR511288,2,41.26,20.63,Donor 11289,Household,Jaipur
DNR511289,2,23.61,11.8,Donor 11290,Event,Remote
DNR511291,2,51.81,25.9,Donor 11292,Restaurant,Delhi NCR
DNR511293,2,67.74,33.87,Donor 11294,Grocery Store,Bengaluru
DNR511295,2,71.43,35.72,Donor 11296,Household,Bengaluru
DNR511296,2,44.75,22.38,Donor 11297,Cafeteria,Chennai
DNR511302,2,57.27,28.64,Donor 11303,Restaurant,Mumbai
DNR501065,2,56.31,28.16,Donor 1066,Household,Mumbai
DNR501067,2,35.46,17.73,Donor 1068,Hotel,Delhi NCR
DNR501069,2,47.93,23.96,Donor 1070,Event,Bengaluru
DNR506092,2,88.43,44.22,Donor 6093,Restaurant,Delhi NCR
DNR506097,2,85.97,42.98,Donor 6098,Cafeteria,Ahmedabad
DNR508102,2,39.69,19.84,Donor 8103,Cafeteria,Hyderabad
DNR508104,2,62.34,31.17,Donor 8105,Bakery,Delhi NCR
DNR508105,2,59.81,29.9,Donor 8106,Household,Kolkata
DNR506102,2,51.16,25.58,Donor 6103,Household,Kolkata
DNR506111,2,97.84,48.92,Donor 6112,Cafeteria,Kolkata
DNR506112,2,59.19,29.6,Donor 6113,Restaurant,Pune
DNR506113,2,28.49,14.24,Donor 6114,Restaurant,Delhi NCR
DNR506115,2,24.79,12.4,Donor 6116,Restaurant,Delhi NCR
DNR501075,2,43.61,21.8,Donor 1076,Cafeteria,Pune
DNR511309,2,90.29,45.14,Donor 11310,Restaurant,Pune
DNR511313,2,54.47,27.24,Donor 11314,Bakery,Remote
DNR501041,2,29.03,14.52,Donor 1042,Household,Chennai
DNR501046,2,59.21,29.6,Donor 1047,Cafeteria,Remote
DNR508087,2,23.57,11.78,Donor 8088,Hotel,Mumbai
DNR508091,2,98.91,49.46,Donor 8092,Grocery Store,Chennai
DNR508093,2,40.13,20.06,Donor 8094,Cafeteria,Delhi NCR
DNR508100,2,42.08,21.04,Donor 8101,Restaurant,Ahmedabad
DNR506085,2,21.17,10.58,Donor 6086,Household,Delhi NCR
DNR506090,2,49.32,24.66,Donor 6091,Bakery,Bengaluru
DNR511332,2,42.48,21.24,Donor 11333,Cafeteria,Mumbai
DNR511336,2,44.75,22.38,Donor 11337,Restaurant,Jaipur
DNR501003,2,32.01,16.0,Donor 1004,Grocery Store,Ahmedabad
DNR501006,2,39.73,19.87,Donor 1007,Restaurant,Chennai
DNR501047,2,51.72,25.86,Donor 1048,Restaurant,Delhi NCR
DNR501048,2,35.49,17.74,Donor 1049,Household,Ahmedabad
DNR501050,2,125.92,62.96,Donor 1051,Cafeteria,Pune
DNR501054,2,83.28,41.64,Donor 1055,Bakery,Remote
DNR501057,2,95.54,47.77,Donor 1058,Restaurant,Hyderabad
DNR501021,2,17.64,8.82,Donor 1022,Grocery Store,Hyderabad
DNR501022,2,20.68,10.34,Donor 1023,Restaurant,Ahmedabad
DNR501023,2,67.01,33.51,Donor 1024,Household,Bengaluru
DNR501027,2,55.9,27.95,Donor 1028,Cafeteria,Hyderabad
DNR501029,2,64.4,32.2,Donor 1030,Restaurant,Bengaluru
DNR501030,2,88.04,44.02,Donor 1031,Cafeteria,Bengaluru
DNR506100,2,66.9,33.45,Donor 6101,Cafeteria,Bengaluru
DNR501011,2,59.81,29.9,Donor 1012,Cafeteria,Bengaluru
DNR500983,2,75.4,37.7,Donor 984,Restaurant,Jaipur
DNR500988,2,40.05,20.02,Donor 989,Restaurant,Remote
DNR500989,2,73.72,36.86,Donor 990,Event,Jaipur
DNR500991,2,22.83,11.42,Donor 992,Hotel,Bengaluru
DNR500994,2,31.31,15.66,Donor 995,Restaurant,Delhi NCR
DNR508067,2,34.76,17.38,Donor 8068,Household,Mumbai
DNR508069,2,76.76,38.38,Donor 8070,Restaurant,Remote
DNR508075,2,49.37,24.68,Donor 8076,Restaurant,Hyderabad
DNR506119,2,47.21,23.6,Donor 6120,Cafeteria,Hyderabad
DNR506120,2,39.64,19.82,Donor 6121,Restaurant,Remote
DNR506121,2,59.73,29.86,Donor 6122,Hotel,Kolkata
DNR506133,2,76.53,38.26,Donor 6134,Restaurant,Chennai
DNR511324,2,21.68,10.84,Donor 11325,Household,Pune
DNR511326,2,98.19,49.1,Donor 11327,Household,Delhi NCR
DNR511329,2,39.24,19.62,Donor 11330,Hotel,Chennai
DNR506162,2,33.85,16.92,Donor 6163,Bakery,Remote
DNR506164,2,39.52,19.76,Donor 6165,Household,Bengaluru
DNR506166,2,38.54,19.27,Donor 6167,Restaurant,Pune
DNR500996,2,36.09,18.05,Donor 997,Household,Pune
DNR500963,2,39.21,19.6,Donor 964,Hotel,Pune
DNR500974,2,87.87,43.93,Donor 975,Cafeteria,Bengaluru
DNR500977,2,40.18,20.09,Donor 978,Grocery Store,Hyderabad
DNR511347,2,61.66,30.83,Donor 11348,Hotel,Hyderabad
DNR506171,2,38.15,19.08,Donor 6172,Restaurant,Kolkata
DNR506174,2,32.54,16.27,Donor 6175,Restaurant,Chennai
DNR506176,2,79.75,39.88,Donor 6177,Restaurant,Delhi NCR
DNR506151,2,21.63,10.82,Donor 6152,Restaurant,Delhi NCR
DNR506154,2,29.58,14.79,Donor 6155,Cafeteria,Chennai
DNR506155,2,48.96,24.48,Donor 6156,Hotel,Chennai
DNR506156,2,37.53,18.76,Donor 6157,Restaurant,Delhi NCR
DNR501008,2,78.94,39.47,Donor 1009,Household,Jaipur
DNR511350,2,40.56,20.28,Donor 11351,Hotel,Chennai
DNR511352,2,79.35,39.67,Donor 11353,Cafeteria,Delhi NCR
DNR511354,2,69.64,34.82,Donor 11355,Cafeteria,Kolkata
DNR511360,2,18.0,9.0,Donor 11361,Bakery,Pune
DNR511362,2,23.51,11.76,Donor 11363,Hotel,Kolkata
DNR511365,2,70.28,35.14,Donor 11366,Event,Bengaluru
DNR500951,2,72.67,36.34,Donor 952,Grocery Store,Delhi NCR
DNR500954,2,28.13,14.07,Donor 955,Household,Remote
