NGO_ID,User_ID,Organization_Name,Phone,Address,Capacity,Food_Types,Latitude,Longitude
NGO705673,USER_NGO705673,Community NGO 5674,Not Provided,Hyderabad - East,14370,Mixed,17.385,78.4867
NGO705674,USER_NGO705674,Community NGO 5675,Not Provided,Kolkata - North,9100,Mixed,22.5726,88.3639
NGO705676,USER_NGO705676,Community NGO 5677,Not Provided,Pune - East,11440,Mixed,18.5204,73.8567
NGO705677,USER_NGO705677,Community NGO 5678,Not Provided,Remote - South,13435,Mixed,20.5937,78.9629
NGO705678,USER_NGO705678,Community NGO 5679,Not Provided,Hyderabad - North,5415,Mixed,17.385,78.4867
NGO705680,USER_NGO705680,Community NGO 5681,Not Provided,Chennai - Citywide,8670,Mixed,13.0827,80.2707
NGO705683,USER_NGO705683,Community NGO 5684,Not Provided,Bengaluru - Central,2925,Mixed,12.9716,77.5946
NGO705686,USER_NGO705686,Community NGO 5687,Not Provided,Hyderabad - North,4510,Mixed,17.385,78.4867
NGO705687,USER_NGO705687,Community NGO 5688,Not Provided,Chennai - East,13180,Mixed,13.0827,80.2707
NGO705688,USER_NGO705688,Community NGO 5689,Not Provided,Pune - Central,7945,Mixed,18.5204,73.8567
NGO705690,USER_NGO705690,Community NGO 5691,Not Provided,Hyderabad - North,10675,Mixed,17.385,78.4867
NGO705691,USER_NGO705691,Community NGO 5692,Not Provided,Jaipur - Citywide,4685,Mixed,26.9124,75.7873
NGO705692,USER_NGO705692,Community NGO 5693,Not Provided,Delhi NCR - Central,10975,Mixed,28.6139,77.209
NGO705693,USER_NGO705693,Community NGO 5694,Not Provided,Chennai - Citywide,6150,Mixed,13.0827,80.2707
NGO705694,USER_NGO705694,Community NGO 5695,Not Provided,Ahmedabad - South,2035,Mixed,23.0225,72.5714
NGO705695,USER_NGO705695,Community NGO 5696,Not Provided,Kolkata - East,9055,Mixed,22.5726,88.3639
NGO705697,USER_NGO705697,Community NGO 5698,Not Provided,Pune - Citywide,9135,Mixed,18.5204,73.8567
NGO705698,USER_NGO705698,Community NGO 5699,Not Provided,Mumbai - Central,8610,Mixed,19.076,72.8777
NGO700056,USER_NGO700056,Community NGO 57,Not Provided,Kolkata - West,11300,Mixed,22.5726,88.3639
NGO700569,USER_NGO700569,Community NGO 570,Not Provided,Pune - West,7840,Mixed,18.5204,73.8567
NGO705699,USER_NGO705699,Community NGO 5700,Not Provided,Chennai - Citywide,3515,Mixed,13.0827,80.2707
NGO705701,USER_NGO705701,Community NGO 5702,Not Provided,Kolkata - Central,10495,Mixed,22.5726,88.3639
NGO705704,USER_NGO705704,Community NGO 5705,Not Provided,Hyderabad - Citywide,14365,Mixed,17.385,78.4867
NGO705705,USER_NGO705705,Community NGO 5706,Not Provided,Hyderabad - North,4740,Mixed,17.385,78.4867
NGO705706,USER_NGO705706,Community NGO 5707,Not Provided,Chennai - Citywide,6680,Mixed,13.0827,80.2707
NGO705707,USER_NGO705707,Community NGO 5708,Not Provided,Hyderabad - West,6665,Mixed,17.385,78.4867
NGO705708,USER_NGO705708,Community NGO 5709,Not Provided,Kolkata - North,14235,Mixed,22.5726,88.3639
NGO700570,USER_NGO700570,Community NGO 571,Not Provided,Remote - East,5145,Mixed,20.5937,78.9629
NGO705709,USER_NGO705709,Community NGO 5710,Not Provided,Remote - Central,10950,Mixed,20.5937,78.9629
NGO705710,USER_NGO705710,Community NGO 5711,Not Provided,Kolkata - North,6670,Mixed,22.5726,88.3639
NGO705711,USER_NGO705711,Community NGO 5712,Not Provided,Pune - Central,140,Mixed,18.5204,73.8567
NGO705712,USER_NGO705712,Community NGO 5713,Not Provided,Mumbai - West,13735,Mixed,19.076,72.8777
NGO705714,USER_NGO705714,Community NGO 5715,Not Provided,Jaipur - South,1350,Mixed,26.9124,75.7873
NGO705715,USER_NGO705715,Community NGO 5716,Not Provided,Pune - East,13860,Mixed,18.5204,73.8567
NGO705716,USER_NGO705716,Community NGO 5717,Not Provided,Hyderabad - North,7175,Mixed,17.385,78.4867
NGO705717,USER_NGO705717,Community NGO 5718,Not Provided,Pune - East,460,Mixed,18.5204,73.8567
NGO705718,USER_NGO705718,Community NGO 5719,Not Provided,Ahmedabad - North,7410,Mixed,23.0225,72.5714
NGO700571,USER_NGO700571,Community NGO 572,Not Provided,Pune - West,7805,Mixed,18.5204,73.8567
NGO705721,USER_NGO705721,Community NGO 5722,Not Provided,Delhi NCR - Central,7425,Mixed,28.6139,77.209
NGO705722,USER_NGO705722,Community NGO 5723,Not Provided,Chennai - East,13795,Mixed,13.0827,80.2707
NGO705723,USER_NGO705723,Community NGO 5724,Not Provided,Hyderabad - Central,4375,Mixed,17.385,78.4867
NGO705724,USER_NGO705724,Community NGO 5725,Not Provided,Chennai - Central,6545,Mixed,13.0827,80.2707
NGO705725,USER_NGO705725,Community NGO 5726,Not Provided,Chennai - Citywide,11880,Mixed,13.0827,80.2707
NGO705726,USER_NGO705726,Community NGO 5727,Not Provided,Remote - West,8475,Mixed,20.5937,78.9629
NGO705727,USER_NGO705727,Community NGO 5728,Not Provided,Ahmedabad - South,11455,Mixed,23.0225,72.5714
NGO705728,USER_NGO705728,Community NGO 5729,Not Provided,Jaipur - Central,13195,Mixed,26.9124,75.7873
NGO705729,USER_NGO705729,Community NGO 5730,Not Provided,Remote - South,9335,Mixed,20.5937,78.9629
NGO705732,USER_NGO705732,Community NGO 5733,Not Provided,Hyderabad - Citywide,1630,Mixed,17.385,78.4867
NGO705735,USER_NGO705735,Community NGO 5736,Not Provided,Hyderabad - East,9850,Mixed,17.385,78.4867
NGO705736,USER_NGO705736,Community NGO 5737,Not Provided,Kolkata - West,1645,Mixed,22.5726,88.3639
NGO705738,USER_NGO705738,Community NGO 5739,Not Provided,Delhi NCR - Central,8320,Mixed,28.6139,77.209
NGO700573,USER_NGO700573,Community NGO 574,Not Provided,Ahmedabad - East,13780,Mixed,23.0225,72.5714
NGO705739,USER_NGO705739,Community NGO 5740,Not Provided,Jaipur - West,3855,Mixed,26.9124,75.7873
NGO705741,USER_NGO705741,Community NGO 5742,Not Provided,Chennai - Central,870,Mixed,13.0827,80.2707
NGO705742,USER_NGO705742,Community NGO 5743,Not Provided,Kolkata - East,13025,Mixed,22.5726,88.3639
NGO705743,USER_NGO705743,Community NGO 5744,Not Provided,Pune - South,8845,Mixed,18.5204,73.8567
NGO705744,USER_NGO705744,Community NGO 5745,Not Provided,Delhi NCR - North,10500,Mixed,28.6139,77.209
NGO705746,USER_NGO705746,Community NGO 5747,Not Provided,Mumbai - South,12580,Mixed,19.076,72.8777
NGO705747,USER_NGO705747,Community NGO 5748,Not Provided,Pune - Central,2200,Mixed,18.5204,73.8567
NGO705748,USER_NGO705748,Community NGO 5749,Not Provided,Bengaluru - Central,11150,Mixed,12.9716,77.5946
NGO700574,USER_NGO700574,Community NGO 575,Not Provided,Mumbai - North,2620,Mixed,19.076,72.8777
NGO705749,USER_NGO705749,Community NGO 5750,Not Provided,Hyderabad - Citywide,7615,Mixed,17.385,78.4867
NGO705750,USER_NGO705750,Community NGO 5751,Not Provided,Bengaluru - North,755,Mixed,12.9716,77.5946
NGO705751,USER_NGO705751,Community NGO 5752,Not Provided,Chennai - Citywide,13175,Mixed,13.0827,80.2707
NGO705753,USER_NGO705753,Community NGO 5754,Not Provided,Mumbai - South,5890,Mixed,19.076,72.8777
NGO705754,USER_NGO705754,Community NGO 5755,Not Provided,Pune - South,8975,Mixed,18.5204,73.8567
NGO705755,USER_NGO705755,Community NGO 5756,Not Provided,Delhi NCR - West,3335,Mixed,28.6139,77.209
NGO705756,USER_NGO705756,Community NGO 5757,Not Provided,Ahmedabad - West,10310,Mixed,23.0225,72.5714
NGO705757,USER_NGO705757,Community NGO 5758,Not Provided,Mumbai - Central,370,Mixed,19.076,72.8777
NGO705758,USER_NGO705758,Community NGO 5759,Not Provided,Bengaluru - North,13500,Mixed,12.9716,77.5946
NGO700575,USER_NGO700575,Community NGO 576,Not Provided,Bengaluru - South,6070,Mixed,12.9716,77.5946
NGO705759,USER_NGO705759,Community NGO 5760,Not Provided,Bengaluru - East,4930,Mixed,12.9716,77.5946
NGO705760,USER_NGO705760,Community NGO 5761,Not Provided,Ahmedabad - West,1425,Mixed,23.0225,72.5714
NGO705761,USER_NGO705761,Community NGO 5762,Not Provided,Jaipur - Central,3105,Mixed,26.9124,75.7873
NGO705763,USER_NGO705763,Community NGO 5764,Not Provided,Hyderabad - North,4965,Mixed,17.385,78.4867
NGO705764,USER_NGO705764,Community NGO 5765,Not Provided,Hyderabad - West,5140,Mixed,17.385,78.4867
NGO705765,USER_NGO705765,Community NGO 5766,Not Provided,Chennai - North,5045,Mixed,13.0827,80.2707
NGO705766,USER_NGO705766,Community NGO 5767,Not Provided,Chennai - Citywide,9285,Mixed,13.0827,80.2707
NGO705767,USER_NGO705767,Community NGO 5768,Not Provided,Delhi NCR - West,2010,Mixed,28.6139,77.209
NGO705768,USER_NGO705768,Community NGO 5769,Not Provided,Mumbai - East,12845,Mixed,19.076,72.8777
NGO705769,USER_NGO705769,Community NGO 5770,Not Provided,Delhi NCR - South,1225,Mixed,28.6139,77.209
NGO705770,USER_NGO705770,Community NGO 5771,Not Provided,Bengaluru - North,6785,Mixed,12.9716,77.5946
NGO705771,USER_NGO705771,Community NGO 5772,Not Provided,Ahmedabad - Citywide,13475,Mixed,23.0225,72.5714
NGO705773,USER_NGO705773,Community NGO 5774,Not Provided,Ahmedabad - South,13010,Mixed,23.0225,72.5714
NGO705775,USER_NGO705775,Community NGO 5776,Not Provided,Hyderabad - Citywide,1935,Mixed,17.385,78.4867
NGO705777,USER_NGO705777,Community NGO 5778,Not Provided,Pune - Central,8000,Mixed,18.5204,73.8567
NGO705778,USER_NGO705778,Community NGO 5779,Not Provided,Jaipur - South,6395,Mixed,26.9124,75.7873
NGO700577,USER_NGO700577,Community NGO 578,Not Provided,Remote - West,7230,Mixed,20.5937,78.9629
NGO705779,USER_NGO705779,Community NGO 5780,Not Provided,Ahmedabad - Central,10955,Mixed,23.0225,72.5714
NGO705780,USER_NGO705780,Community NGO 5781,Not Provided,Hyderabad - West,9980,Mixed,17.385,78.4867
NGO705782,USER_NGO705782,Community NGO 5783,Not Provided,Kolkata - South,6160,Mixed,22.5726,88.3639
NGO705783,USER_NGO705783,Community NGO 5784,Not Provided,Mumbai - Citywide,10935,Mixed,19.076,72.8777
NGO705784,USER_NGO705784,Community NGO 5785,Not Provided,Bengaluru - East,2775,Mixed,12.9716,77.5946
NGO705785,USER_NGO705785,Community NGO 5786,Not Provided,Jaipur - East,6955,Mixed,26.9124,75.7873
NGO705786,USER_NGO705786,Community NGO 5787,Not Provided,Jaipur - North,1245,Mixed,26.9124,75.7873
NGO705787,USER_NGO705787,Community NGO 5788,Not Provided,Kolkata - Central,6890,Mixed,22.5726,88.3639
NGO705788,USER_NGO705788,Community NGO 5789,Not Provided,Mumbai - South,10620,Mixed,19.076,72.8777
NGO700578,USER_NGO700578,Community NGO 579,Not Provided,Mumbai - North,4215,Mixed,19.076,72.8777
NGO705792,USER_NGO705792,Community NGO 5793,Not Provided,Ahmedabad - West,1765,Mixed,23.0225,72.5714
NGO705793,USER_NGO705793,Community NGO 5794,Not Provided,Jaipur - North,11975,Mixed,26.9124,75.7873
NGO705794,USER_NGO705794,Community NGO 5795,Not Provided,Hyderabad - Citywide,11450,Mixed,17.385,78.4867
NGO705795,USER_NGO705795,Community NGO 5796,Not Provided,Kolkata - North,1950,Mixed,22.5726,88.3639
NGO705796,USER_NGO705796,Community NGO 5797,Not Provided,Hyderabad - East,13925,Mixed,17.385,78.4867
NGO705797,USER_NGO705797,Community NGO 5798,Not Provided,Ahmedabad - East,465,Mixed,23.0225,72.5714
NGO705798,USER_NGO705798,Community NGO 5799,Not Provided,Hyderabad - North,2320,Mixed,17.385,78.4867
NGO700057,USER_NGO700057,Community NGO 58,Not Provided,Mumbai - Citywide,4620,Mixed,19.076,72.8777
NGO700579,USER_NGO700579,Community NGO 580,Not Provided,Chennai - North,9705,Mixed,13.0827,80.2707
NGO705799,USER_NGO705799,Community NGO 5800,Not Provided,Delhi NCR - Central,6950,Mixed,28.6139,77.209
NGO705800,USER_NGO705800,Community NGO 5801,Not Provided,Pune - North,8760,Mixed,18.5204,73.8567
NGO705801,USER_NGO705801,Community NGO 5802,Not Provided,Ahmedabad - Central,12950,Mixed,23.0225,72.5714
NGO705802,USER_NGO705802,Community NGO 5803,Not Provided,Ahmedabad - Central,13450,Mixed,23.0225,72.5714
NGO705803,USER_NGO705803,Community NGO 5804,Not Provided,Ahmedabad - East,3180,Mixed,23.0225,72.5714
NGO705804,USER_NGO705804,Community NGO 5805,Not Provided,Ahmedabad - Central,9825,Mixed,23.0225,72.5714
NGO705805,USER_NGO705805,Community NGO 5806,Not Provided,Jaipur - South,11620,Mixed,26.9124,75.7873
NGO705806,USER_NGO705806,Community NGO 5807,Not Provided,Delhi NCR - East,13755,Mixed,28.6139,77.209
NGO705807,USER_NGO705807,Community NGO 5808,Not Provided,Ahmedabad - West,12060,Mixed,23.0225,72.5714
NGO705808,USER_NGO705808,Community NGO 5809,Not Provided,Delhi NCR - East,12215,Mixed,28.6139,77.209
NGO705809,USER_NGO705809,Community NGO 5810,Not Provided,Remote - East,14400,Mixed,20.5937,78.9629
NGO705810,USER_NGO705810,Community NGO 5811,Not Provided,Ahmedabad - Citywide,10055,Mixed,23.0225,72.5714
NGO705811,USER_NGO705811,Community NGO 5812,Not Provided,Mumbai - North,12255,Mixed,19.076,72.8777
NGO705812,USER_NGO705812,Community NGO 5813,Not Provided,Ahmedabad - Central,565,Mixed,23.0225,72.5714
NGO705813,USER_NGO705813,Community NGO 5814,Not Provided,Kolkata - East,9875,Mixed,22.5726,88.3639
NGO705814,USER_NGO705814,Community NGO 5815,Not Provided,Bengaluru - Central,6640,Mixed,12.9716,77.5946
NGO705815,USER_NGO705815,Community NGO 5816,Not Provided,Ahmedabad - Citywide,11545,Mixed,23.0225,72.5714
NGO705816,USER_NGO705816,Community NGO 5817,Not Provided,Chennai - South,9155,Mixed,13.0827,80.2707
NGO705817,USER_NGO705817,Community NGO 5818,Not Provided,Jaipur - South,11980,Mixed,26.9124,75.7873
NGO705818,USER_NGO705818,Community NGO 5819,Not Provided,Ahmedabad - South,12510,Mixed,23.0225,72.5714
NGO700581,USER_NGO700581,Community NGO 582,Not Provided,Remote - North,11235,Mixed,20.5937,78.9629
NGO705819,USER_NGO705819,Community NGO 5820,Not Provided,Chennai - East,3655,Mixed,13.0827,80.2707
NGO705821,USER_NGO705821,Community NGO 5822,Not Provided,Hyderabad - East,8865,Mixed,17.385,78.4867
NGO705822,USER_NGO705822,Community NGO 5823,Not Provided,Kolkata - Central,590,Mixed,22.5726,88.3639
NGO705825,USER_NGO705825,Community NGO 5826,Not Provided,Delhi NCR - Central,960,Mixed,28.6139,77.209
NGO705826,USER_NGO705826,Community NGO 5827,Not Provided,Chennai - South,5580,Mixed,13.0827,80.2707
NGO705827,USER_NGO705827,Community NGO 5828,Not Provided,Kolkata - Central,11655,Mixed,22.5726,88.3639
NGO705828,USER_NGO705828,Community NGO 5829,Not Provided,Pune - Central,11945,Mixed,18.5204,73.8567
NGO700582,USER_NGO700582,Community NGO 583,Not Provided,Delhi NCR - East,5585,Mixed,28.6139,77.209
NGO705831,USER_NGO705831,Community NGO 5832,Not Provided,Kolkata - Central,4355,Mixed,22.5726,88.3639
NGO705832,USER_NGO705832,Community NGO 5833,Not Provided,Remote - Central,12665,Mixed,20.5937,78.9629
NGO705833,USER_NGO705833,Community NGO 5834,Not Provided,Bengaluru - Citywide,3145,Mixed,12.9716,77.5946
NGO705834,USER_NGO705834,Community NGO 5835,Not Provided,Mumbai - South,8095,Mixed,19.076,72.8777
NGO705837,USER_NGO705837,Community NGO 5838,Not Provided,Hyderabad - Citywide,12260,Mixed,17.385,78.4867
NGO705838,USER_NGO705838,Community NGO 5839,Not Provided,Kolkata - East,4545,Mixed,22.5726,88.3639
NGO700583,USER_NGO700583,Community NGO 584,Not Provided,Delhi NCR - Central,11235,Mixed,28.6139,77.209
NGO705839,USER_NGO705839,Community NGO 5840,Not Provided,Ahmedabad - Citywide,3105,Mixed,23.0225,72.5714
NGO705840,USER_NGO705840,Community NGO 5841,Not Provided,Delhi NCR - West,5425,Mixed,28.6139,77.209
NGO705841,USER_NGO705841,Community NGO 5842,Not Provided,Ahmedabad - Citywide,1920,Mixed,23.0225,72.5714
NGO705842,USER_NGO705842,Community NGO 5843,Not Provided,Mumbai - West,11245,Mixed,19.076,72.8777
NGO705843,USER_NGO705843,Community NGO 5844,Not Provided,Kolkata - West,3720,Mixed,22.5726,88.3639
NGO705844,USER_NGO705844,Community NGO 5845,Not Provided,Mumbai - East,9615,Mixed,19.076,72.8777
NGO705845,USER_NGO705845,Community NGO 5846,Not Provided,Ahmedabad - West,13555,Mixed,23.0225,72.5714
NGO705847,USER_NGO705847,Community NGO 5848,Not Provided,Pune - West,6875,Mixed,18.5204,73.8567
NGO705848,USER_NGO705848,Community NGO 5849,Not Provided,Hyderabad - West,11485,Mixed,17.385,78.4867
NGO705849,USER_NGO705849,Community NGO 5850,Not Provided,Jaipur - East,8690,Mixed,26.9124,75.7873
NGO705853,USER_NGO705853,Community NGO 5854,Not Provided,Jaipur - West,12735,Mixed,26.9124,75.7873
NGO705855,USER_NGO705855,Community NGO 5856,Not Provided,Hyderabad - South,12085,Mixed,17.385,78.4867
NGO705856,USER_NGO705856,Community NGO 5857,Not Provided,Remote - Central,4255,Mixed,20.5937,78.9629
NGO705857,USER_NGO705857,Community NGO 5858,Not Provided,Pune - South,6120,Mixed,18.5204,73.8567
NGO700585,USER_NGO700585,Community NGO 586,Not Provided,Chennai - East,5055,Mixed,13.0827,80.2707
NGO705859,USER_NGO705859,Community NGO 5860,Not Provided,Pune - Central,9885,Mixed,18.5204,73.8567
NGO705860,USER_NGO705860,Community NGO 5861,Not Provided,Bengaluru - East,4070,Mixed,12.9716,77.5946
NGO705861,USER_NGO705861,Community NGO 5862,Not Provided,Remote - East,14610,Mixed,20.5937,78.9629
NGO705863,USER_NGO705863,Community NGO 5864,Not Provided,Chennai - West,10800,Mixed,13.0827,80.2707
NGO705864,USER_NGO705864,Community NGO 5865,Not Provided,Hyderabad - East,8185,Mixed,17.385,78.4867
NGO705865,USER_NGO705865,Community NGO 5866,Not Provided,Jaipur - East,6630,Mixed,26.9124,75.7873
NGO705866,USER_NGO705866,Community NGO 5867,Not Provided,Hyderabad - South,9555,Mixed,17.385,78.4867
NGO705867,USER_NGO705867,Community NGO 5868,Not Provided,Jaipur - West,9305,Mixed,26.9124,75.7873
NGO700586,USER_NGO700586,Community NGO 587,Not Provided,Pune - West,14985,Mixed,18.5204,73.8567
NGO705869,USER_NGO705869,Community NGO 5870,Not Provided,Pune - West,6185,Mixed,18.5204,73.8567
NGO705870,USER_NGO705870,Community NGO 5871,Not Provided,Delhi NCR - Citywide,2910,Mixed,28.6139,77.209
NGO705871,USER_NGO705871,Community NGO 5872,Not Provided,Ahmedabad - Central,8710,Mixed,23.0225,72.5714
NGO705872,USER_NGO705872,Community NGO 5873,Not Provided,Chennai - Citywide,13230,Mixed,13.0827,80.2707
NGO705873,USER_NGO705873,Community NGO 5874,Not Provided,Hyderabad - Citywide,9750,Mixed,17.385,78.4867
NGO705874,USER_NGO705874,Community NGO 5875,Not Provided,Remote - West,12700,Mixed,20.5937,78.9629
NGO705875,USER_NGO705875,Community NGO 5876,Not Provided,Delhi NCR - West,14240,Mixed,28.6139,77.209
NGO705876,USER_NGO705876,Community NGO 5877,Not Provided,Kolkata - North,2920,Mixed,22.5726,88.3639
NGO705878,USER_NGO705878,Community NGO 5879,Not Provided,Bengaluru - Citywide,4480,Mixed,12.9716,77.5946
NGO700587,USER_NGO700587,Community NGO 588,Not Provided,Pune - East,7165,Mixed,18.5204,73.8567
NGO705880,USER_NGO705880,Community NGO 5881,Not Provided,Kolkata - West,10610,Mixed,22.5726,88.3639
NGO705881,USER_NGO705881,Community NGO 5882,Not Provided,Delhi NCR - Central,7225,Mixed,28.6139,77.209
NGO705883,USER_NGO705883,Community NGO 5884,Not Provided,Kolkata - South,2335,Mixed,22.5726,88.3639
NGO705884,USER_NGO705884,Community NGO 5885,Not Provided,Mumbai - East,2045,Mixed,19.076,72.8777
NGO705885,USER_NGO705885,Community NGO 5886,Not Provided,Bengaluru - Central,14530,Mixed,12.9716,77.5946
NGO705886,USER_NGO705886,Community NGO 5887,Not Provided,Ahmedabad - South,6625,Mixed,23.0225,72.5714
NGO705887,USER_NGO705887,Community NGO 5888,Not Provided,Kolkata - West,13595,Mixed,22.5726,88.3639
NGO705888,USER_NGO705888,Community NGO 5889,Not Provided,Kolkata - Central,9285,Mixed,22.5726,88.3639
NGO700588,USER_NGO700588,Community NGO 589,Not Provided,Chennai - Central,5055,Mixed,13.0827,80.2707
NGO705889,USER_NGO705889,Community NGO 5890,Not Provided,Hyderabad - Citywide,8445,Mixed,17.385,78.4867
NGO705890,USER_NGO705890,Community NGO 5891,Not Provided,Kolkata - North,7455,Mixed,22.5726,88.3639
NGO705891,USER_NGO705891,Community NGO 5892,Not Provided,Hyderabad - East,12350,Mixed,17.385,78.4867
NGO705892,USER_NGO705892,Community NGO 5893,Not Provided,Ahmedabad - East,4285,Mixed,23.0225,72.5714
NGO705893,USER_NGO705893,Community NGO 5894,Not Provided,Mumbai - North,9790,Mixed,19.076,72.8777
NGO705894,USER_NGO705894,Community NGO 5895,Not Provided,Remote - East,11240,Mixed,20.5937,78.9629
NGO705896,USER_NGO705896,Community NGO 5897,Not Provided,Ahmedabad - West,2925,Mixed,23.0225,72.5714
NGO705897,USER_NGO705897,Community NGO 5898,Not Provided,Ahmedabad - Citywide,735,Mixed,23.0225,72.5714
NGO705898,USER_NGO705898,Community NGO 5899,Not Provided,Jaipur - North,2185,Mixed,26.9124,75.7873
NGO700058,USER_NGO700058,Community NGO 59,Not Provided,Jaipur - Citywide,2730,Mixed,26.9124,75.7873
NGO700589,USER_NGO700589,Community NGO 590,Not Provided,Kolkata - East,13630,Mixed,22.5726,88.3639
NGO705899,USER_NGO705899,Community NGO 5900,Not Provided,Chennai - Central,3590,Mixed,13.0827,80.2707
NGO705900,USER_NGO705900,Community NGO 5901,Not Provided,Ahmedabad - Central,9065,Mixed,23.0225,72.5714
NGO705901,USER_NGO705901,Community NGO 5902,Not Provided,Bengaluru - East,7400,Mixed,12.9716,77.5946
NGO705902,USER_NGO705902,Community NGO 5903,Not Provided,Pune - South,10725,Mixed,18.5204,73.8567
NGO705903,USER_NGO705903,Community NGO 5904,Not Provided,Mumbai - North,7315,Mixed,19.076,72.8777
NGO705904,USER_NGO705904,Community NGO 5905,Not Provided,Bengaluru - East,350,Mixed,12.9716,77.5946
NGO705905,USER_NGO705905,Community NGO 5906,Not Provided,Hyderabad - Central,12680,Mixed,17.385,78.4867
NGO705906,USER_NGO705906,Community NGO 5907,Not Provided,Bengaluru - North,11035,Mixed,12.9716,77.5946
NGO705907,USER_NGO705907,Community NGO 5908,Not Provided,Pune - West,1655,Mixed,18.5204,73.8567
NGO705908,USER_NGO705908,Community NGO 5909,Not Provided,Hyderabad - Central,8225,Mixed,17.385,78.4867
NGO700590,USER_NGO700590,Community NGO 591,Not Provided,Hyderabad - Citywide,11485,Mixed,17.385,78.4867
NGO705909,USER_NGO705909,Community NGO 5910,Not Provided,Delhi NCR - Citywide,8235,Mixed,28.6139,77.209
NGO705910,USER_NGO705910,Community NGO 5911,Not Provided,Chennai - Citywide,4005,Mixed,13.0827,80.2707
NGO705912,USER_NGO705912,Community NGO 5913,Not Provided,Mumbai - North,14075,Mixed,19.076,72.8777
NGO705913,USER_NGO705913,Community NGO 5914,Not Provided,Ahmedabad - Citywide,14225,Mixed,23.0225,72.5714
NGO705914,USER_NGO705914,Community NGO 5915,Not Provided,Kolkata - West,13405,Mixed,22.5726,88.3639
NGO705915,USER_NGO705915,Community NGO 5916,Not Provided,Bengaluru - East,4630,Mixed,12.9716,77.5946
NGO705917,USER_NGO705917,Community NGO 5918,Not Provided,Remote - East,5200,Mixed,20.5937,78.9629
NGO705918,USER_NGO705918,Community NGO 5919,Not Provided,Jaipur - Central,1070,Mixed,26.9124,75.7873
NGO700591,USER_NGO700591,Community NGO 592,Not Provided,Delhi NCR - Citywide,3440,Mixed,28.6139,77.209
NGO705919,USER_NGO705919,Community NGO 5920,Not Provided,Mumbai - West,1290,Mixed,19.076,72.8777
NGO705921,USER_NGO705921,Community NGO 5922,Not Provided,Ahmedabad - Central,12005,Mixed,23.0225,72.5714
NGO705922,USER_NGO705922,Community NGO 5923,Not Provided,Hyderabad - West,10735,Mixed,17.385,78.4867
NGO705923,USER_NGO705923,Community NGO 5924,Not Provided,Hyderabad - North,1805,Mixed,17.385,78.4867
NGO705925,USER_NGO705925,Community NGO 5926,Not Provided,Mumbai - Central,7705,Mixed,19.076,72.8777
NGO705927,USER_NGO705927,Community NGO 5928,Not Provided,Bengaluru - West,7690,Mixed,12.9716,77.5946
NGO705928,USER_NGO705928,Community NGO 5929,Not Provided,Delhi NCR - North,3355,Mixed,28.6139,77.209
NGO700592,USER_NGO700592,Community NGO 593,Not Provided,Remote - Citywide,4360,Mixed,20.5937,78.9629
NGO705929,USER_NGO705929,Community NGO 5930,Not Provided,Hyderabad - South,7700,Mixed,17.385,78.4867
NGO705930,USER_NGO705930,Community NGO 5931,Not Provided,Jaipur - Citywide,11400,Mixed,26.9124,75.7873
NGO705931,USER_NGO705931,Community NGO 5932,Not Provided,Ahmedabad - Citywide,320,Mixed,23.0225,72.5714
NGO705933,USER_NGO705933,Community NGO 5934,Not Provided,Remote - North,1450,Mixed,20.5937,78.9629
NGO705934,USER_NGO705934,Community NGO 5935,Not Provided,Hyderabad - West,2095,Mixed,17.385,78.4867
NGO705935,USER_NGO705935,Community NGO 5936,Not Provided,Pune - Citywide,6210,Mixed,18.5204,73.8567
NGO705936,USER_NGO705936,Community NGO 5937,Not Provided,Hyderabad - North,3020,Mixed,17.385,78.4867
NGO705937,USER_NGO705937,Community NGO 5938,Not Provided,Hyderabad - East,3380,Mixed,17.385,78.4867
NGO700593,USER_NGO700593,Community NGO 594,Not Provided,Hyderabad - East,12050,Mixed,17.385,78.4867
NGO705941,USER_NGO705941,Community NGO 5942,Not Provided,Chennai - Citywide,9125,Mixed,13.0827,80.2707
NGO705943,USER_NGO705943,Community NGO 5944,Not Provided,Chennai - East,6935,Mixed,13.0827,80.2707
NGO705944,USER_NGO705944,Community NGO 5945,Not Provided,Remote - Citywide,10730,Mixed,20.5937,78.9629
NGO705945,USER_NGO705945,Community NGO 5946,Not Provided,Chennai - Citywide,1330,Mixed,13.0827,80.2707
NGO705946,USER_NGO705946,Community NGO 5947,Not Provided,Kolkata - South,14975,Mixed,22.5726,88.3639
NGO705947,USER_NGO705947,Community NGO 5948,Not Provided,Bengaluru - North,1445,Mixed,12.9716,77.5946
NGO700594,USER_NGO700594,Community NGO 595,Not Provided,Remote - Central,13985,Mixed,20.5937,78.9629
NGO705950,USER_NGO705950,Community NGO 5951,Not Provided,Hyderabad - West,7840,Mixed,17.385,78.4867
NGO705951,USER_NGO705951,Community NGO 5952,Not Provided,Remote - Central,13655,Mixed,20.5937,78.9629
NGO705952,USER_NGO705952,Community NGO 5953,Not Provided,Bengaluru - South,10825,Mixed,12.9716,77.5946
NGO705953,USER_NGO705953,Community NGO 5954,Not Provided,Ahmedabad - Central,1780,Mixed,23.0225,72.5714
NGO705954,USER_NGO705954,Community NGO 5955,Not Provided,Hyderabad - West,7950,Mixed,17.385,78.4867
NGO705955,USER_NGO705955,Community NGO 5956,Not Provided,Chennai - West,995,Mixed,13.0827,80.2707
